x,y
48,131
97,165
9,119
76,102
107,65
55,12
167,88
166,175
24,127
87,14
12,101
128,4
184,136
186,50
146,149
133,37
156,72
73,89
115,182
65,32
82,77
133,33
126,190
185,150
152,70
171,195
156,156
9,197
58,153
137,77
165,17
172,13
67,193
27,105
85,162
113,98
112,176
96,181
125,151
131,125
154,71
176,28
130,17
73,8
107,13
103,132
115,175
76,98
190,182
40,125
153,181
25,49
51,22
37,87
142,45
13,41
82,30
81,168
182,69
159,176
126,112
98,115
59,88
144,188
67,67
153,56
116,174
86,7
190,165
53,120
141,121
134,63
116,70
59,93
158,29
11,11
10,120
20,30
40,116
125,169
194,59
154,49
112,195
119,18
44,69
42,22
72,103
89,186
175,20
119,4
117,119
100,183
110,84
190,132
61,176
189,85
171,126
95,101
84,54
171,194
193,137
173,187
72,153
12,47
30,89
10,128
132,183
68,168
69,74
55,23
43,132
57,98
169,195
4,188
174,2
121,164
26,102
24,195
17,75
106,170
8,128
122,30
150,22
158,68
56,70
145,24
124,140
163,33
39,126
33,32
82,6
148,141
73,171
139,85
161,20
157,47
190,73
84,10
33,2
145,74
137,187
135,182
143,150
179,127
124,28
8,55
4,46
64,66
170,28
30,127
126,19
82,173
181,17
120,83
152,123
64,10
118,59
4,83
141,74
128,152
144,102
23,128
94,141
148,67
153,182
144,97
57,71
123,129
71,89
73,83
91,177
6,35
116,60
166,8
31,135
167,183
14,20
109,14
18,141
93,20
67,49
66,149
164,58
76,187
44,30
142,37
128,109
44,64
108,193
75,122
50,179
126,150
22,56
161,146
156,152
35,100
87,39
158,89
192,64
121,32
191,129
104,122
156,149
138,94
159,104
194,52
71,127
51,191
188,106
132,94
93,105
95,190
49,135
92,49
149,191
176,21
38,187
68,18
145,42
175,155
198,181
20,55
59,197
44,16
116,81
68,190
86,165
136,179
77,115
81,110
97,152
3,16
33,88
74,59
146,93
4,163
118,19
140,154
141,87
50,59
4,102
186,54
196,138
168,162
35,78
83,194
125,190
18,125
195,194
113,148
169,78
152,109
14,92
118,184
68,159
191,190
74,30
103,191
177,23
80,120
189,133
44,131
148,24
67,153
168,87
105,151
8,46
64,101
96,195
96,6
43,31
65,191
187,139
17,72
26,104
145,163
124,175
141,50
155,54
31,126
53,166
9,188
92,102
57,20
177,51
78,92
7,138
117,2
106,84
64,129
95,47
117,134
6,81
87,184
2,133
179,45
101,38
82,120
47,60
25,14
4,182
182,169
103,176
61,11
176,142
126,13
33,191
150,83
133,97
109,35
44,100
120,137
114,180
158,8
62,31
33,68
6,183
20,79
90,101
125,147
20,138
107,10
19,89
125,140
185,27
156,146
124,114
101,60
193,163
173,74
19,186
57,12
18,25
50,119
83,190
124,95
164,191
21,152
9,133
179,157
170,68
175,193
170,66
197,45
199,15
158,168
179,33
3,162
129,173
172,15
50,51
150,155
33,178
183,123
125,156
120,142
92,193
22,187
67,177
130,48
145,88
160,141
60,176
86,140
11,152
189,76
186,97
127,190
78,4
180,80
182,122
98,23
45,92
56,11
142,70
17,197
91,57
181,55
24,50
72,90
135,151
50,78
111,165
119,113
109,106
10,178
157,78
165,148
91,141
36,91
179,5
161,198
69,83
99,94
95,172
144,73
151,108
5,115
7,75
2,151
182,72
137,44
81,70
146,97
125,94
63,171
67,14
31,66
39,79
156,55
153,135
133,30
109,73
83,58
106,163
58,81
125,142
95,79
140,21
175,94
9,170
17,129
67,96
85,37
37,183
181,15
190,102
168,83
140,183
132,3
104,101
62,142
193,135
96,122
44,24
9,159
63,26
3,106
70,51
53,33
33,13
44,14
159,131
162,79
74,103
62,93
88,158
66,77
109,196
104,6
117,63
43,6
85,160
41,89
166,37
28,100
187,20
81,189
92,141
100,58
74,49
182,79
70,176
15,108
44,34
169,143
32,25
120,104
171,169
33,160
85,53
180,180
182,14
146,168
181,27
195,161
150,24
65,175
55,164
94,10
28,16
195,130
171,164
193,36
99,194
124,24
41,188
107,129
155,34
77,152
35,141
44,89
196,181
80,20
186,16
25,112
18,49
161,80
145,183
164,104
33,79
15,149
135,153
28,98
149,94
3,81
146,115
96,52
90,28
125,106
152,169
77,3
181,123
83,110
98,166
119,10
89,20
151,146
122,26
149,52
84,187
71,100
38,81
67,191
30,94
132,195
68,172
154,123
83,180
108,33
121,93
105,7
48,114
64,91
29,22
82,75
13,170
159,171
36,140
141,30
92,114
144,184
71,6
140,68
135,145
156,161
3,174
27,41
166,20
8,147
115,183
194,169
91,37
58,90
51,18
119,82
120,68
121,162
187,118
31,81
128,110
54,24
57,69
152,192
135,180
129,184
136,192
115,48
86,167
160,23
195,27
84,38
65,90
21,141
135,52
141,115
78,98
16,107
170,18
88,108
95,96
89,113
110,187
28,87
73,164
46,162
130,94
73,118
176,124
145,185
178,8
80,12
108,119
116,135
182,97
67,146
63,80
22,113
165,15
180,81
167,17
150,64
183,87
75,87
153,111
159,64
5,97
142,15
55,162
143,24
33,99
134,158
154,65
176,24
197,94
196,192
52,146
194,177
38,83
129,74
51,24
63,120
125,111
180,104
112,166
18,46
46,193
50,187
164,83
78,94
191,81
79,119
194,185
146,81
182,145
196,190
78,136
11,61
72,38
66,34
21,143
79,11
93,170
176,97
131,184
47,107
82,136
190,82
78,126
73,12
69,102
52,63
81,147
82,86
14,146
82,20
186,34
73,50
38,182
56,40
124,181
115,20
76,46
173,178
39,173
196,20
106,53
171,74
66,10
112,43
119,58
129,153
155,149
160,158
159,3
112,99
100,157
198,50
20,27
179,129
161,144
71,149
64,69
175,143
163,120
28,123
166,130
124,128
37,164
193,98
136,73
59,67
149,195
106,142
180,6
2,195
134,53
77,97
38,196
43,17
143,11
117,75
105,100
75,73
112,112
173,86
128,57
97,114
92,27
168,166
196,22
152,120
187,49
113,152
112,70
122,104
178,68
126,157
116,103
8,126
28,120
45,45
3,45
196,127
143,189
84,82
160,188
184,97
176,68
171,63
159,155
58,198
73,35
41,47
20,90
134,86
187,85
32,116
101,17
5,5
46,173
103,177
133,87
137,124
120,141
89,27
64,93
156,31
154,145
95,129
147,15
114,26
19,183
128,5
143,55
68,170
65,26
125,45
103,67
186,155
108,84
181,36
118,135
47,65
60,159
68,57
116,190
112,97
164,29
194,173
82,126
70,195
148,170
152,125
85,192
130,1
167,42
51,162
164,149
58,34
127,16
163,146
106,11
27,144
169,126
129,59
20,104
75,23
100,138
127,59
76,66
45,3
86,180
52,165
38,86
165,105
152,171
2,28
123,25
145,179
36,83
119,20
40,57
60,103
171,165
104,51
7,197
135,34
138,90
110,36
95,194
152,95
42,7
196,2
94,193
17,7
50,191
70,53
119,163
17,14
40,34
7,33
117,173
31,195
151,92
40,20
19,181
105,174
17,67
37,139
59,58
44,129
181,92
4,65
26,2
186,159
196,180
26,123
145,61
152,112
181,85
197,163
42,30
20,81
85,180
149,72
2,122
105,97
118,74
40,9
65,146
102,99
56,101
102,39
186,42
101,42
43,53
108,40
87,192
119,47
126,139
71,56
98,140
169,65
58,186
182,58
131,50
3,24
83,125
122,1
127,116
90,134
67,111
100,128
158,43
71,195
82,176
159,13
99,22
5,125
197,90
43,130
91,20
182,162
34,66
110,68
55,92
128,197
195,96
46,194
72,54
157,153
79,85
15,170
69,14
136,129
146,188
16,169
53,145
22,177
71,178
126,107
111,163
66,3
26,63
90,3
193,130
165,82
155,106
36,118
55,3
32,12
51,27
192,125
28,78
10,113
29,113
88,165
159,180
21,58
134,104
121,176
86,197
86,148
112,60
52,132
82,73
150,110
103,165
123,198
45,67
184,186
50,32
192,54
155,140
186,185
64,87
22,164
24,147
174,194
43,159
110,73
133,115
97,112
72,61
144,15
147,25
152,22
142,31
54,129
47,37
173,105
183,147
38,198
163,152
52,72
33,193
104,163
72,182
99,193
115,100
147,169
188,189
49,58
184,192
140,49
11,10
123,84
172,3
136,177
168,66
161,28
138,73
90,72
145,44
60,6
71,162
190,93
192,191
185,135
53,110
103,193
18,71
114,16
145,160
92,91
190,119
18,139
183,99
69,149
167,47
44,81
71,140
71,175
31,30
22,27
146,89
174,59
92,89
156,99
45,94
188,172
57,14
136,51
28,186
90,146
16,94
155,38
120,177
131,33
96,97
79,110
186,138
148,152
137,54
23,116
67,109
81,109
68,104
174,164
134,17
159,140
9,123
151,14
24,123
138,66
105,75
193,192
157,80
112,117
61,80
135,87
47,13
47,92
104,192
182,93
47,82
179,183
23,145
113,121
57,47
93,90
22,55
81,80
113,79
95,110
31,15
93,24
27,43
57,74
64,75
96,138
190,187
21,33
175,161
39,132
19,53
109,33
27,146
92,174
106,140
92,10
95,103
140,114
79,145
183,159
106,64
84,73
40,80
82,179
32,128
51,20
123,149
184,42
131,52
115,119
90,21
132,15
108,124
3,121
79,60
90,68
185,191
179,131
159,161
23,141
167,152
163,35
129,67
62,96
115,152
96,56
74,94
39,137
24,117
192,171
155,3
91,175
142,125
83,13
142,151
55,142
17,132
148,100
174,61
184,22
195,163
140,34
106,189
87,81
51,139
69,151
194,131
21,38
101,158
107,83
81,151
142,10
92,80
80,52
174,160
143,76
72,13
118,83
177,161
130,32
141,52
193,102
3,77
173,179
90,156
92,21
50,140
3,196
164,167
199,150
39,80
170,149
146,118
61,63
123,176
46,155
120,88
182,54
182,52
93,53
102,108
31,55
118,29
107,93
57,104
122,9
40,142
130,193
18,119
148,58
39,78
128,76
196,142
75,192
186,48
61,154
125,154
159,40
184,117
107,43
68,77
179,174
46,149
136,123
45,63
35,181
86,149
193,96
60,62
87,88
119,166
93,55
169,7
86,25
89,3
23,118
181,148
26,92
39,122
2,176
110,172
53,141
198,149
189,63
112,158
168,106
180,152
114,112
47,139
178,126
52,150
189,158
180,160
191,152
76,124
124,197
26,22
50,106
103,153
185,19
76,109
25,103
37,97
30,139
80,61
176,20
188,185
15,130
46,22
156,192
69,178
12,169
110,158
110,113
22,152
89,92
83,72
57,106
15,175
32,196
177,106
116,83
79,176
147,146
149,133
15,193
194,106
101,56
124,48
30,44
145,144
185,173
192,30
181,171
131,10
56,171
180,51
63,90
178,122
195,61
184,144
113,136
31,45
39,183
42,196
177,141
153,138
116,62
176,151
85,68
141,18
65,78
186,145
121,36
8,77
45,48
39,111
30,25
197,120
134,3
50,66
158,3
145,49
83,11
101,94
164,173
68,103
14,88
169,130
26,72
55,136
144,193
181,114
105,143
87,2
121,18
94,88
105,65
10,68
168,104
134,7
90,60
29,64
144,138
196,97
177,19
169,111
106,101
113,25
119,176
68,84
178,39
40,55
59,111
143,87
182,147
195,180
103,174
185,39
183,55
35,6
11,46
110,82
9,28
106,133
81,128
142,43
179,163
32,65
155,102
96,151
162,89
126,110
166,56
12,151
54,130
157,5
102,60
188,182
14,162
62,176
123,145
33,19
39,24
25,182
76,113
151,98
66,159
81,106
158,180
170,88
174,176
158,163
31,52
175,185
175,69
128,68
197,2
83,184
181,150
84,172
192,169
146,4
26,120
76,11
198,179
77,12
127,194
60,110
54,165
88,169
16,16
69,72
95,179
153,179
60,33
84,20
117,136
95,73
125,18
39,124
8,38
103,118
102,131
25,109
7,163
107,5
84,142
161,186
138,196
50,15
26,103
87,135
15,120
88,136
169,161
96,193
106,144
156,143
184,40
59,33
62,108
42,44
168,79
26,121
87,43
168,128
49,5
42,40
192,13
179,135
172,26
16,45
62,12
90,174
18,189
99,20
194,104
193,92
96,113
11,24
163,89
186,181
146,43
116,21
82,103
175,51
127,42
84,69
110,126
5,119
185,23
35,38
148,66
157,171
150,99
83,100
70,167
70,101
128,160
116,149
102,119
83,19
156,186
189,129
99,102
157,16
196,168
164,145
82,28
85,45
89,49
93,179
178,37
5,26
153,80
4,41
188,90
59,23
82,12
136,165
106,117
151,47
157,124
161,188
158,115
165,116
186,60
179,50
48,8
25,88
194,42
33,141
161,40
174,26
166,160
46,68
167,86
12,4
27,77
160,29
61,59
134,84
56,99
99,10
128,48
1,180
182,32
168,62
112,184
131,8
184,122
119,111
129,45
109,67
68,121
131,85
9,175
134,160
101,119
102,172
30,196
144,48
92,195
120,84
51,126
191,101
61,67
36,57
88,97
54,6
139,182
91,9
37,11
76,126
5,37
49,157
150,35
111,61
35,49
54,26
88,38
59,114
79,170
100,110
21,148
61,187
110,102
120,46
69,186
4,181
35,9
60,140
46,110
65,76
8,180
33,6
178,173
122,46
14,45
95,182
110,119
92,38
109,179
66,170
96,19
10,176
47,88
16,144
24,185
179,87
187,80
70,55
187,178
3,150
64,60
28,133
61,78
166,164
56,105
53,177
37,80
104,91
36,62
142,186
170,142
177,143
131,100
45,165
192,100
137,116
30,157
98,121
73,57
176,186
63,141
197,141
134,162
196,129
93,146
189,94
128,143
171,155
136,181
83,23
34,8
8,162
86,11
148,16
26,24
176,37
185,182
125,79
171,59
87,147
90,136
81,91
154,151
120,192
144,14
100,18
169,38
21,112
124,193
86,71
8,141
194,31
46,42
66,145
122,197
150,71
180,2
185,65
134,127
121,153
66,15
9,46
128,186
49,79
57,67
146,50
24,98
153,168
146,99
170,33
156,44
62,66
160,187
44,12
180,164
193,172
53,27
79,172
116,188
8,64
148,89
182,188
113,55
190,81
28,80
36,100
127,19
159,89
117,18
59,98
89,143
61,9
171,118
191,63
197,116
7,170
181,80
125,182
174,188
17,10
128,91
89,83
162,48
180,119
146,83
153,104
165,130
141,16
128,21
75,99
10,72
52,23
144,41
85,11
2,135
23,180
2,155
185,164
127,117
60,96
125,176
173,75
195,10
71,193
76,92
108,146
30,96
69,175
189,44
154,125
40,149
178,93
137,195
91,156
117,154
53,134
187,1
65,118
178,156
180,71
58,171
47,72
34,132
74,112
120,112
183,129
126,95
109,141
68,108
94,104
194,26
97,127
143,74
128,162
38,98
21,126
110,90
21,184
64,17
149,135
83,121
154,19
121,38
110,145
182,101
84,152
165,128
70,194
2,186
175,60
57,51
152,167
122,171
51,131
52,52
166,129
45,41
45,148
98,47
132,135
194,149
171,2
5,148
59,45
195,120
157,131
44,194
174,29
58,83
15,29
93,47
91,194
185,159
167,82
181,175
142,161
11,190
170,121
8,7
113,39
85,135
184,38
11,103
28,61
11,50
154,148
6,77
27,196
193,174
40,189
12,89
184,64
110,117
37,6
46,81
97,183
45,43
79,189
71,124
146,173
2,39
19,135
189,131
81,5
150,117
195,21
81,66
121,147
48,136
195,51
186,183
192,52
113,113
79,117
121,6
16,85
102,89
102,43
97,64
75,93
193,94
156,178
56,23
106,185
27,180
196,50
50,85
156,141
19,60
150,136
121,81
184,36
187,164
128,137
75,54
45,141
51,101
121,55
126,193
19,163
122,86
157,155
158,53
21,153
39,65
154,61
79,65
117,155
149,125
143,115
96,166
43,58
163,59
71,49
189,70
74,161
66,172
11,48
91,170
184,157
64,149
92,165
149,192
140,37
198,170
138,25
74,119
156,188
28,112
164,34
125,192
47,177
117,3
121,136
126,97
19,137
59,181
57,148
139,96
160,191
196,144
39,117
105,61
22,70
51,176
42,140
74,101
119,51
129,136
103,56
179,177
96,12
144,112
129,76
146,37
33,49
103,79
52,134
39,45
7,24
99,130
96,155
95,59
66,50
43,70
163,78
49,77
189,186
24,58
59,184
9,65
121,111
117,69
114,47
72,149
136,61
134,44
101,47
155,30
154,176
188,95
68,59
129,5
96,128
93,39
25,141
9,4
52,33
173,192
135,76
111,113
36,161
101,27
69,195
105,172
85,106
16,59
13,100
126,32
85,58
36,139
112,36
152,62
162,176
35,84
127,73
55,27
66,116
192,142
45,4
26,191
181,5
54,75
50,128
30,11
175,77
186,113
173,36
139,93
50,92
9,16
85,170
10,43
161,176
143,30
103,97
38,5
154,85
35,65
117,111
66,133
56,34
139,136
89,188
32,1
152,50
38,3
168,164
111,33
39,66
64,32
174,20
60,19
128,124
12,20
92,84
113,46
172,165
41,9
36,147
83,119
12,12
102,21
4,64
162,151
66,114
61,104
86,107
11,93
25,177
180,41
17,142
183,71
199,17
117,84
30,142
66,95
64,147
80,128
97,92
124,116
50,148
137,59
108,45
193,180
180,37
180,91
83,107
14,176
61,193
71,85
97,135
48,83
123,118
6,7
13,19
179,85
182,172
108,117
94,5
75,85
83,126
38,110
145,53
12,189
8,116
152,132
187,44
173,112
165,176
21,7
153,191
39,54
123,46
172,188
77,150
73,29
185,129
190,54
108,105
49,172
142,88
181,72
141,153
133,126
186,36
9,35
191,118
188,177
155,172
104,37
165,27
149,155
124,70
54,145
159,160
60,87
169,150
124,93
115,115
172,62
39,67
29,83
128,92
183,118
182,158
39,171
151,168
154,57
37,63
10,116
194,22
107,171
75,47
183,98
2,172
36,23
177,187
154,98
103,160
137,144
154,117
8,27
56,161
94,144
192,62
18,160
9,181
65,98
67,171
103,98
142,124
18,90
22,48
168,81
133,85
51,32
127,165
19,114
106,19
38,157
78,193
96,117
4,198
95,163
132,152
53,144
147,37
133,178
127,78
5,3
137,120
194,41
156,107
65,14
99,135
134,89
47,50
143,42
25,186
151,70
3,28
48,101
27,103
194,116
96,120
100,69
96,23
148,51
7,129
169,15
100,5
143,46
149,54
41,181
184,34
46,40
126,120
188,79
93,145
103,40
40,174
3,55
169,165
40,50
80,179
144,71
30,74
71,160
179,172
1,37
68,154
71,76
45,130
99,174
75,166
76,2
136,77
107,99
132,57
175,128
116,2
33,66
184,149
34,189
126,33
194,110
102,57
133,56
66,194
118,81
72,180
39,6
196,77
89,133
144,90
139,111
118,192
78,66
195,25
140,142
44,23
2,124
53,146
165,90
168,75
79,72
126,165
168,16
93,126
141,49
188,126
147,194
89,25
34,25
89,196
51,50
174,184
36,77
137,93
5,121
161,190
13,44
90,11
168,108
54,44
160,186
44,141
109,71
4,126
146,41
61,56
22,67
2,48
98,95
114,41
166,58
92,163
26,156
29,195
107,103
13,147
173,3
86,87
121,47
55,120
87,54
118,166
178,24
114,164
123,117
136,44
114,36
9,136
10,132
161,123
63,37
141,136
22,140
3,29
132,179
118,141
60,151
66,176
113,165
47,35
50,95
189,74
182,117
77,196
144,140
44,18
37,82
95,55
84,19
123,143
142,120
18,182
132,8
42,77
38,18
178,59
191,76
181,45
101,59
58,194
59,189
47,6
79,97
187,176
153,92
99,4
85,190
51,16
63,109
195,29
157,40
79,196
163,11
197,27
60,175
45,80
130,154
73,104
157,36
96,76
133,62
142,106
168,68
152,163
169,98
176,162
137,4
52,36
49,96
1,75
5,64
175,10
101,163
98,74
132,96
173,38
186,32
104,119
30,65
68,155
160,115
159,196
66,30
11,192
127,147
100,153
35,101
175,79
6,46
17,19
126,195
129,26
143,64
12,155
94,21
91,99
144,58
129,186
15,121
20,136
59,132
86,134
133,81
136,76
123,178
88,70
72,67
81,63
80,73
125,92
134,13
176,15
195,159
137,199
116,147
62,33
163,63
78,48
3,37
165,78
169,3
158,128
173,25
65,9
151,13
84,55
54,173
22,149
40,65
26,133
52,46
76,195
91,126
175,157
122,23
163,61
185,142
24,15
188,179
156,145
11,65
130,34
194,33
19,112
136,152
114,43
30,108
79,78
146,147
191,133
186,173
112,47
194,75
196,53
31,51
33,47
14,2
67,183
196,136
111,127
12,37
163,18
57,197
192,115
53,71
56,6
67,120
74,46
156,180
90,23
16,30
113,27
26,23
180,140
198,119
159,132
147,44
182,138
170,182
4,67
107,73
23,196
46,156
92,50
53,122
68,92
87,17
118,163
61,30
84,23
119,142
55,114
29,57
98,113
25,23
165,73
189,181
193,91
3,8
167,161
186,67
104,159
156,17
95,4
19,132
59,134
40,32
194,55
84,131
125,138
107,196
171,67
2,119
176,113
175,101
36,167
110,162
49,149
135,111
169,1
165,99
12,7
124,189
186,18
67,2
169,194
153,156
149,152
49,34
135,101
136,156
59,84
177,136
109,134
5,127
127,166
89,81
56,17
123,4
43,96
29,4
32,27
81,173
72,59
58,147
28,1
69,29
44,187
43,13
136,88
147,55
82,148
6,137
142,12
125,82
44,125
126,137
18,12
174,130
11,43
73,73
178,88
151,166
17,29
4,196
172,28
160,42
24,137
48,97
143,81
72,15
165,170
115,181
12,104
112,41
137,180
22,6
7,108
56,57
84,179
137,46
51,141
113,35
20,20
59,97
185,51
104,41
38,62
125,173
166,48
57,160
169,34
191,192
46,55
108,115
138,64
161,161
125,189
3,62
8,72
59,170
191,105
174,39
27,117
115,50
123,98
174,85
104,182
142,176
150,159
111,71
18,127
173,72
187,18
37,136
16,83
106,62
128,3
68,157
54,125
179,155
36,188
99,83
94,29
43,22
90,70
45,109
188,32
34,46
194,198
142,48
69,131
158,41
195,118
108,6
153,43
73,23
181,144
102,162
146,12
82,22
124,112
34,164
2,27
99,155
185,110
14,16
1,152
175,195
42,42
69,89
40,16
137,197
81,135
104,124
186,77
84,91
61,122
48,3
94,46
51,118
92,68
17,107
78,167
100,38
136,25
67,187
141,69
154,8
53,174
144,86
191,74
114,153
93,163
181,137
140,32
43,179
38,137
123,113
19,80
59,190
116,180
14,38
51,73
80,152
182,83
164,18
81,145
65,40
62,125
160,193
155,58
57,33
174,136
8,178
133,65
84,174
126,46
57,82
25,59
102,91
88,23
149,109
150,91
84,93
1,26
167,52
57,162
81,129
85,147
181,50
135,2
170,30
101,143
51,71
41,4
169,190
109,165
54,23
136,101
182,178
148,39
16,141
21,181
30,84
66,53
170,90
99,31
155,144
27,177
153,115
89,71
164,181
9,69
182,192
3,75
150,12
152,59
117,48
98,40
199,131
51,58
79,125
62,13
98,63
8,94
122,68
46,189
95,112
18,138
2,174
29,17
150,123
172,113
43,105
188,181
33,180
24,81
94,180
42,95
18,63
14,148
61,72
112,175
108,76
68,141
166,60
101,165
68,7
119,162
181,146
69,193
93,83
70,22
27,15
64,99
49,105
192,104
17,1
181,102
128,50
127,196
38,127
91,18
40,120
93,57
161,78
59,191
105,90
150,43
53,172
171,185
94,54
119,56
124,3
32,159
196,160
111,81
60,10
6,64
194,35
24,85
9,142
37,126
66,79
68,51
80,113
20,111
58,129
107,7
167,132
86,97
167,163
180,10
190,134
63,33
98,86
40,30
14,137
92,112
30,155
91,16
13,183
39,22
186,11
118,87
130,19
146,52
21,150
45,192
169,82
8,70
177,95
185,166
90,112
9,53
57,2
60,15
23,31
82,113
109,163
94,111
78,12
3,96
54,103
190,30
36,180
74,123
74,195
122,48
143,163
46,57
117,62
179,40
144,23
194,142
169,31
122,193
110,120
189,109
11,168
28,89
160,89
41,15
153,183
2,190
22,69
15,93
42,114
128,139
125,29
6,190
45,117
47,194
140,96
52,32
16,127
19,194
60,166
23,174
38,91
32,138
121,45
152,155
35,70
90,33
60,172
85,151
44,133
174,95
116,192
141,125
70,77
199,169
195,59
109,186
62,4
66,184
53,45
158,54
61,110
103,77
133,83
195,65
32,16
14,40
48,98
118,61
82,154
150,26
124,97
199,69
158,27
80,136
108,82
182,151
100,164
131,6
36,159
36,79
101,176
127,49
193,4
136,13
29,43
122,142
198,151
145,7
105,59
17,62
153,172
25,168
132,116
79,194
175,149
138,173
66,52
90,80
74,68
135,126
123,45
33,4
188,128
192,82
41,171
82,161
45,82
53,149
192,95
62,194
36,165
22,145
136,43
194,119
63,100
142,104
166,133
67,158
131,117
46,20
31,49
144,161
8,137
61,47
145,91
25,139
34,5
122,7
8,13
176,18
177,94
52,3
64,141
79,137
34,168
1,80
104,49
148,43
191,188
152,130
69,23
163,174
81,23
59,104
34,127
184,138
175,129
191,114
96,111
25,128
5,88
50,89
106,92
137,36
193,63
26,106
95,20
176,184
100,192
142,99
24,184
172,160
76,30
3,35
111,29
22,131
176,95
32,142
145,83
65,189
135,47
137,18
137,76
102,159
20,4
120,127
138,104
64,58
174,31
59,103
22,144
29,39
132,27
107,125
49,8
25,41
90,142
171,87
85,94
22,185
97,104
140,2
164,189
38,153
89,104
145,117
144,10
47,3
102,192
69,107
70,24
107,132
78,190
46,66
29,97
155,194
30,57
47,2
171,163
73,34
172,11
160,137
55,160
176,64
65,96
107,131
1,39
52,176
133,52
81,7
69,140
95,164
12,88
119,167
123,27
193,29
180,192
35,124
87,166
119,11
7,115
193,116
31,111
131,58
82,31
142,139
17,48
3,68
178,62
180,154
2,109
51,196
144,104
166,83
120,139
170,58
195,148
108,113
30,33
122,90
83,151
20,147
79,45
196,123
82,24
179,139
9,127
25,194
78,116
184,147
113,197
9,44
194,90
58,184
83,35
2,188
56,36
193,103
168,2
77,194
14,189
41,170
167,32
191,125
4,32
3,120
119,95
193,196
133,149
13,150
38,180
25,114
109,120
91,34
168,160
112,92
145,96
41,103
183,187
23,86
82,10
169,80
7,119
172,156
4,186
104,173
94,115
89,118
131,180
92,8
49,90
128,70
173,175
157,116
183,116
198,28
26,112
86,9
22,4
70,141
100,24
147,99
71,45
3,13
102,166
42,38
141,33
133,14
127,169
75,113
48,81
8,194
195,126
126,148
12,153
5,34
60,27
131,182
46,61
130,88
140,99
86,52
37,76
182,12
9,6
58,172
85,72
151,183
67,149
12,5
2,114
113,134
78,70
21,42
138,145
8,57
196,117
147,70
143,85
154,105
103,158
5,54
13,17
163,186
31,197
62,101
67,89
47,63
179,38
45,134
175,12
111,27
77,142
110,20
196,155
122,148
50,49
135,4
178,115
100,122
188,155
111,157
133,60
18,117
53,75
136,117
112,170
64,46
123,49
122,37
161,82
176,137
171,177
78,169
134,77
93,113
170,103
125,196
5,187
91,27
42,32
31,154
131,192
2,165
77,5
52,152
145,150
82,172
186,157
39,195
110,151
193,183
86,89
16,92
74,154
118,190
162,119
165,112
15,86
119,86
57,43
114,28
25,180
147,34
75,75
107,52
40,22
24,89
151,72
194,28
81,11
44,106
68,163
59,76
144,12
27,88
16,122
138,55
93,142
140,174
142,126
60,196
190,87
46,160
18,185
41,139
104,55
39,87
97,13
150,135
24,189
67,6
12,43
187,87
20,117
101,1
160,143
51,189
87,194
13,110
188,37
84,163
62,188
48,175
111,53
101,12
95,78
14,12
182,170
16,47
49,82
187,47
96,61
69,80
139,113
139,50
68,88
54,159
2,32
18,34
178,111
90,102
141,176
119,84
6,27
19,45
191,46
158,133
131,181
22,162
110,131
139,77
47,141
107,186
44,96
77,154
109,105
11,53
116,107
143,137
161,112
116,74
111,19
103,116
173,46
180,97
34,192
62,92
9,193
143,140
164,147
9,172
150,153
13,26
33,45
110,174
180,149
62,166
40,147
178,16
136,39
148,27
154,13
98,153
136,150
172,135
16,4
82,169
120,133
4,90
153,131
173,141
160,92
43,148
149,142
156,62
192,146
106,197
125,63
188,69
6,174
10,182
174,41
127,119
96,153
66,192
84,129
34,48
196,58
157,138
142,116
150,143
70,178
50,136
27,12
97,9
76,123
145,101
162,175
182,164
9,39
176,13
152,19
69,158
63,40
162,64
152,186
38,44
149,57
107,194
3,33
14,109
15,145
71,62
167,34
39,119
180,4
86,169
128,112
138,33
48,66
144,120
26,5
186,93
76,193
18,52
41,117
127,93
180,29
43,146
82,18
65,35
138,51
140,190
136,17
118,174
96,88
174,70
11,108
29,119
68,182
140,4
132,86
20,77
81,85
155,126
168,182
31,109
17,76
18,79
154,178
175,21
174,125
132,65
160,147
194,125
116,38
185,49
99,85
74,55
110,193
184,99
19,24
120,146
100,48
94,33
112,76
185,59
54,36
19,28
116,93
65,28
150,3
174,111
52,81
52,100
92,74
139,12
72,105
85,24
136,112
176,156
123,192
34,78
105,93
112,39
71,69
172,49
131,173
70,90
104,108
10,23
135,197
160,122
179,81
107,61
46,87
19,17
3,182
33,146
190,124
121,145
27,188
145,57
68,180
38,16
138,88
32,132
132,192
99,152
78,128
56,85
185,156
99,109
106,150
19,150
120,166
13,86
68,66
132,36
88,105
78,88
179,103
77,190
109,145
18,131
158,172
165,35
113,104
158,105
92,70
110,168
171,181
84,50
167,141
101,81
39,76
47,78
174,152
162,197
36,103
36,151
33,37
56,38
192,175
161,113
164,183
109,132
175,136
134,29
156,35
3,100
26,87
160,145
95,34
86,91
27,111
135,98
179,25
148,163
64,27
78,84
4,4
163,182
39,134
117,80
11,52
167,27
51,47
64,168
170,160
89,85
138,92
42,194
162,85
80,64
96,165
107,184
128,108
67,37
4,25
33,143
143,62
4,105
3,151
123,172
30,63
121,140
170,79
84,63
136,80
104,66
108,44
8,33
160,195
44,143
46,116
54,57
37,132
127,98
111,55
4,99
91,90
60,75
180,175
54,121
37,140
102,120
21,81
48,71
173,159
85,51
